C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_173.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_173.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_173.jpg, 0, 0, 0, 7.803352E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_276.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_276.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_276.jpg, 0, 0, 0, 7.929507E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_376.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_376.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_376.jpg, 0, 0, 0, 7.879196E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_476.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_476.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_476.jpg, 0, 0, 0, 7.833147E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_580.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_580.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_580.jpg, 0, 0, 0, 7.819118E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_683.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_683.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_683.jpg, 0, 0, 0, 7.837531E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_784.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_784.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_784.jpg, 0, 0, 0, 8.006452E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_885.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_885.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_885.jpg, 0, 0, 0, 7.849132E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_46_987.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_46_987.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_46_987.jpg, 0, 0, 0, 8.040241E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_088.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_088.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_088.jpg, 0, 0, 0, 7.862052E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_190.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_190.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_190.jpg, 0, 0, 0, 7.851395E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_293.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_293.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_293.jpg, 0, 0, 0, 7.964564E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_396.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_396.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_396.jpg, 0, 0, 0, 7.891157E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_497.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_497.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_497.jpg, 0, 0, 0, 7.770828E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_598.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_598.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_598.jpg, 0, 0, 0, 7.825236E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_699.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_699.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_699.jpg, 0, 0, 0, 7.813385E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_799.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_799.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_799.jpg, 0, 0, 0, 8.080869E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_47_900.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_47_900.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_47_900.jpg, 0, 0, 0, 7.869808E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_48_001.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_48_001.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_48_001.jpg, 0, 0, 0, 8.079251E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_48_104.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_48_104.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_48_104.jpg, 0, 0, 0, 7.891856E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_48_206.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_48_206.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_48_206.jpg, 0, 0, 0, 8.133116E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_48_307.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_48_307.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_48_307.jpg, 0, 0, 0, 7.852713E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_48_409.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_48_409.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_48_409.jpg, 0, 0, 0, 7.845408E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_48_509.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_48_509.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_48_509.jpg, 0, 0, 0, 7.835055E-05
C:\Users\Mandar\OneDrive\Desktop\Data\IMG\center_2020_05_23_09_29_48_612.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\left_2020_05_23_09_29_48_612.jpg, C:\Users\Mandar\OneDrive\Desktop\Data\IMG\right_2020_05_23_09_29_48_612.jpg, 0, 0, 0, 7.794057E-05
